Bathyal Slope of Chile Continental Shelf.,1,"type, name"
Bathyal Slope of Chile Shelf.,1,"type, name"
bay,265,type
Bay,4,type
Bay/Sound,3,type
beach,294,type
Beach,15,type
bedrock flood terrace,1,type
Berkeley hills,2,name
Between Jan Mayen Ridge and Iceland Plateau.,1,location
Between Three Kings Rise and Norfolk Ridge.,1,location
Big One Seamount-2nd attempt.,1,name
Big Rock near Nicasio,1,"type, location"
"biotite quartz schist and diopside quartzite, just west of 5PL08",1,"geoUnit, location"
"Blanes Canyon, off Barcelona, W Mediterranean.",1,name
Blanes Canyon.,1,name
block in melange,8,type
block in mélange,6,type
Block in mélange,1,type
block weathered from mélange,3,type
Blue hole,3,name
bog,1,type
boreal forest,97,type
bottomland forest,17,type
Bottomland forest,8,type
Boulder Batholith,2,name
Bowers Ridge.,1,name
Bradshaw Mountains,7,name
Brazil Basin.,1,name
"Brazilian Basin ""Colombia Seamount"" N. of Rio Grande.",1,name
Brazilian Basin.,1,name
Brazilian Continental Shelf N. of Recife.,1,"name, location"
Broken Ridge S. Scarp,1,"name, location"
Broken Ridge: Upper part of scarp.,1,"name, location"
Butte,3,type
Cagayan Canyon.,1,name
Caguyan Canyon.,1,name
Caguyan Submarine Canyon.,1,name
Calabrian Apennines​,2,name
caldera,15,type
Caldera,68,type
Caldera Rim,4,type
Campeche Bank - G. of Mexico.,1,name
Canal,1,type
Canals and Drains,35,type
canyon,55,type
Canyon,19,type
Canyon-N.W Luzon.,1,"type, location"
Canyon N.E. of Luzon.,2,"type, location"
"canyon or channel, mid-ocean",7,type
cape,3,type
Cape,2,type
carbonate mound,17,type
carbonate platform,165,type
Carbonate Platform,1,type
Caribbean Sea,1,name
Carnic Alps,2,name
Caroline Ridge.,1,name
Catalina Schist,1,geologic unit
Catchment,75,type
cave,768,
Cave,28,
Cave drip water,2,
Cayman Trough-North Wall.,1,
center top of Xauen Bank,1,
central 8fm depression on top of Xauen Bank,2,
Central Arabian Rift Flank,6,
Central Basin Fault N. Scarp.,1,
Central Basin Fault; Phillipine Ridge.,1,
Central Depression,88,
Central Pacific E. of Society Is.,1,
Central Pacific Ocean,67,
Central S. China Basin.,1,
central volcano of broad segment,1,
"Cephealonia Escarp. S. of Ceplealonia, E Mediter.",1,
Changbaishan,1,
channel,51,
Channel,58,
"channel, river or stream",197,
"Channel, River or Stream",6,
Chile Shelf off of Boca Del Guafo.,1,
Chitina Glacier Terminus--Till,1,
cinder cone,1,
Cinder cone,140,
Cinder Cone,15,
cinder cone flank,4,
city,11,
City/Town,39,
cliff,40,
Cliff,2,
cliff of volcanic ridge in axial deep (reflective sidescan zone),24,
Coast,58,
coastal basement promontory,7,
Coastal basin,41,
Coastal cliff,12,
Coastal Cordillera,11,
Coastal Escarpment,3,
coastal hill,2,
coastal mountain,7,
coastal plain,16,
Coastal plain,140,
coastal plain paleoshoreline,11,
coastal promontory,8,
Coastal/barrier Pond,5,
Coiba Ridge.,1,
Collisional orogen,60,
Columbia Seamount,1,
Columbia Seamount Chain.,2,
Columbia Seamount.,1,
Columnar basalt,3,
Cont. margin trench,29,
CONTINENT,1435,
Continental,51,
Continental Flood Basalt Province,191,
continental margin,997,
Continental Margin,27,
Continental margins,7,
Continental rift,424,
Continental Rift,50,
Continental rise,153,
Continental Rise off Chile coast.,1,
Continental Rise off Chile coast. Off Golfo De Penas.,1,
Continental Rise off Palmer Archipelago.,1,
continental shelf,731,
Continental shelf,542,
Continental Shelf,24,
"Continental shelf-Chile, Off Golfo De Penas.",1,
Continental Shelf E. of French Guiana.,1,
Continental shelf N. of Scotland.,2,
Continental Shelf N. of Scotland.,1,
"Continental Shelf off Chui, Uruguay",1,
"Continental Shelf off Chui, Uruguay.",3,
Continental Shelf off Livingston Is. S. Shetlands.,1,
Continental Shelf off Point Deseado.,2,
Continental Shelf; E. Ent. to Magellan Straits.,1,
continental shield,9,
Continental slope,152,
Continental Slope,8,
Continental Slope Brazil.,1,
"Continental Slope off Livingston Is., S. Shetland.",1,
Continental Slope W. of Magellan Strait.,1,
Continental Slope.,1,
Continentall shelf,1,
Coral reef,2,
coral scaffold,10,
Coral Sea.,1,
Cordillera de Domeyko,8,
Cordillera de la Sal,16,
core,2,
Coulee,1,
cove,8,
crater,5,
Crater Rim,1,
craton,10,
creek,17,
Creek bank,904,
Crest of Mid-Indian Ocean Ridge.,1,
Crest of West Rise of Trench off Chile Coast.,1,
crop rotations of winter wheat-soybean/fallow,1,
Cropland,32,
Crozet Basin.,1,
cryonite,3,
Cut bank section,2,
Cut in quarry wall,1,
cutbank,1,
Deep-sea Sediment,25,
delta,25,
Delta,146,
depositional basin,52,
Depositional basin,1,
Depositional Basin,19,
Desert,263,
desert outcrop,10,
dike,14,
Dike,14,
Disappointment Lake,2,
Distal Overwash,3,
ditch,11,
Dome,4,
drainage basin,264,
Drainage basin,178,
Drainage Basin,1543,
Drake Passage E. of Wollaston Is.,1,
Drake Passage W. of S. Shetland Is.,1,
draw into west fork off Sheep Canyon,4,
Drift,18,
Dry River Valley/Valley Skirt ,3,
Duckwater/McClure Section,45,
dune,6,
Dune,6,
Dunes,6,
Dyke,1,
Dyke in Murray Dyke Swarm,2,
E-draining draw,1,
E-W trending escarpment E of Anguilla Is.,1,
E-W trending escarpment E of Antigua Is.,1,
E-W trending escarpment E of Barbados Is.,2,
E-W trending escarpment E of Desirade Is.,3,
E-W trending escarpment N of Anguilla,1,
E-W trending escarpment N of Sombrers Is.,1,
E-W trending escarpment N of the Sombrers Is.,1,
E end of volcanic ridge extending from 69°E,22,
E Equatorial Pacific.,1,
E nose of volcanic ridge in axial valley center,4,
E of Tonga Trench-S. Pacific.,1,
E Pacific Ocean,9,
E slope of 150 m high volcanic ridge,15,
E wall of Rift Valley-Mid Atlantic Ridge.,1,
E wall of Rift Valley.,1,
E. center of E. Pacific Rise.,1,
E. Central Pacific,2,
E. Central Pacific.,1,
E. Entrance to Beagle Channel.,1,
E. Equatorial Pacific.,1,
E. flank of E. Pacific Rise.,1,
E. Flank of Mid Atlantic Ridge.,1,
E. Mariana Basin.,5,
"E. of Sable Is.-S.W. corner of Cabot Strait ""stone fence""",1,
E. of Sable Is. in S.W. corner of Cabot Strait near slope.,1,
"E. of Sable Is. on S.W, Edge of Cabot Strait.",1,
E. of Sable Is. on S.W. side of Cabot Strait Trough.,1,
E. of Virgin Is.,1,
E. Pacific Rise.,1,
E. Sheba Ridge.,1,
E. side of Easter Is rise.,1,
E.Pacific Rise-Mathematician Seamount.,1,
East African Rift System,10,
East Antarctic Ice Sheet,1,
East Antarctica Ice Sheet,1,
east side of Wilde's guyot,1,
east side upper Sheep Canyon,1,
eastern base of hummocky slope of Xauen Bank,1,
Eastern Desert of Egypt,10,
Eastern RTI Romanche FZ,436,
Eastward Bank of Mestriosa,1,
Eastward Bank of Misteriosa,1,
Ebb Tide Delta (Channel),3,
Ebb Tide Distal,3,
Ebb Tide Proximal,3,
Edge of Continental Shelf off Portugal.,1,
Edge of Continental Slope off Portugal.,1,
Effusive Flow,888,
elongate ridge,15,
Emperor Seamounts.,1,
Ent. of Beagle Channel.,1,
"Erimo Seamount, N of Japan Trench",1,
eroded volcanic peak,48,
Escarpment,2,
Escarpment at the base of continental shelf of North Central Hispaniola,1,
Escarpment on the S side of Windward passage,1,
estuary,350,
Evelyn smt. NE of Macdonald on Taukina volcanic line.,1,
Experimental Pine Forest,1,
Falkland Escarment.,1,
Falkland Escarpment.,3,
Falkland Is.,1,
"Faraire, 800m high seamount next to S base of Macdonald smt.",1,
fault,242,
Fault,186,
fault scarp,13,
fault zone,256,
fault zone; mineral deposit area,85,
fault zone; thermal feature,37,
Feature,2660,
Field soil,8,
Fiji Plateau.,1,
fissure between 2 volcanic ridges atop saddle in axis,3,
fjord,1,
Fjord,79,
Flank tephra,5,
Flank tephra ,1,
flank tephra blanket,1,
flat floodplain,6,
Flat plateau,3,
float,2,
Flood basalt,58,
Flood Tide Delta Channel,3,
Flood Tide Delta Flat,3,
Flood Tide Delta Ramp,3,
floodplain,2344,
Floodplain,79,
"floodplain, aquifer",1491,
Florida Escarpment,1,
Focus Site,1303,
FocusSite,35,
Fold-and-thrust belt,105,
Footslope,73,
Forearc,40,
forearc rift,334,
foreland basin,22,
Forest,23,
fracture zone,502,
Fracture zone,196,
Fragmented Exposure,5,
Fram Strait,2,
"from largest of several bodies near Klaza/Cyprus occurrences, undated. Have Kfs Pb data which suggests mK but not great constraint",6,
gabbro dike,3,
"Gabbro that intruded Osq unit, up north gulch. Near DTB17-05",1,
Gannet Rock,1,
Garden soil,1,
Gettysburg Basin,1,
"Gietroz fault, Aiguilles Rouges",1,
"glaciated bedrock on shoulder of low hill, now blasted to form roadcut on southwest side of Green Needle Lane",1,
glacier,1,
glacio-fluvial channel,27,
glaciolacustrine,5,
Glaciolacustrine layers,1,
glen,8,
Glen,8,
Glen Golly,9,
"Golden Dragon Seamount, W. Pacific.",1,
Gorge,2,
Goss Point,1,
grade south of Wilson Creek,2,
Grand Falls ,5,
Grassland,200,
Greenland Fracture Zone.,1,
Greenland Ice Sheet,263,
Ground,8,
Groundwater,79,
groundwater spring,10,
gulch,2,
gulf,3,
Gulf,108,
Gulf of Aden/ Small Transverse Ridge.,1,
Gulf of Alaska,2,
Gulf of Maine,2,
gully ,12,
guyot,4,
Hanford Brook,12,
Harbor,31,
Hard-wood Pasture,1,
Hardwood Forest,6,
Hawaiian Seamount Province.,1,
headwall of deep basin at end of segment,40,
"Hemler Seamount, S. Flank.",1,
"Herema smt. NNE of Macdonald, on Taukina volcanic line.",1,
Highlands,18,
hill,11,
Hill,2,
Hill of columnar basalt,10,
hill overlooking Sparks Canyon,1,
hill slope,19,
Hills,8,
hillslope,2,
Hillslope,149,
Hillslope near riverside,245,
hilltop,56,
Hog wallow,8,
Hollow,16,
Horse Pond,1,
horst,1,
Horton Guyot.,1,
Hummock,16,
hydrothermal vent,122,
Hyland Xenolith,13,
Hypabyssal Pluton,3,
Ice Sheet,1,
Iceland- Jan Mayen Mid ocean Ridge.,1,
Iceland-Jan Mayen- Mid Ocean ridge.,1,
IceShelf,1398,
ignimbrite,4,
Impact crater ejecta blanket,7773,
impact structure,12,
Inactive vent deposit,20,
Indian Ocean,55,
Inland fresh water lake,37,
Insular rise,153,
Insular Shelf,22,
Insular slope,77,
Insular trench,129,
Inter-Island Tunnel midway between the Deer Island sewage treatment plant on the north and the Nut Island Shaft of the Braintree Weymouth Tunnel on the south.,2,
Intersection of Mar W. Rio Grande fracture zone..,1,
Intra-arc Sedimentary Basin,7,
intracontinental basin,2,
Intrusive-volcanic complex,14,
intrusive dome,1,
Intrusive outcrop,4,
Intrusive Suite,28,
iron fen,3,
island,116,
Island,10399,
Island arc,567,
Island Arc; Oceanic Arc,14,
island flank,7,
Island; Volcano,81,
Japan Trench,24,
"Jaybee Guyot, Eflank of S. portion.",1,
Jenner beach,5,
John Day Fossil Beds,1,
Juan de Fuca Ridge,41,
"Just N. of Clayton Fire station, W. of Kinniknic Crk.",1,
Just off St. Pierre.,1,
Just S. of Cinnibar Creek road,1,
Karst introduction,3,
Kathmandu thrust sheet,5,
kimberlite,58,
Kimberlite,8,
kimberlite-lamproite,18,
Kimberlite-lamproite,7,
knoll,9,
Kunene region,15,
"Kyushu-Palau Ridge, Philippine Sea.",2,
Lac La Croix,2,
lagoon,129,
Laguna Escondidas de Baltinache,1,
Laguna Tebenquiche,1,
lake,7701,
Lake,362,
lake ,1,
lake (deglaciated),33,
lake (proglacial),9,
lake coastal hills,1,
Lake floor,2,
Lake shore,5,
Lakebed,562,
Landslide,11,
Large canyon 290 mi SW of Penisula Valdes.,1,
large lava flow,38,
lava dome,6,
lava field,7,
Lava field,278,
lava flow,7,
Lava flow,10,
Lava Flow,37,
lava flow emanating from S wall of axial rift,17,
Lava flow field,48,
"lava flow front, 200m from hot spring",2,
"lava flow, edge of tumulus",4,
Layered Intrusion,2,
Link Lake Trail,2,
Llano de la Paciencia,1,
loess,5,
Loess,13,
"Louisville Seamount Chain, S.W. Pacific.",1,
Louisville Seamounts,16,
Low Mountainous,5,
Low ridge,1,
Lower Foreshore,3,
lower section of S wall of axial valley,11,
lower section of S wall of rift valley,42,
Lower Shoreface,3,
Lower Terrace,40,
maar,3,
MacCodrum Bk,12,
Madagascar Ridge.,1,
Mafic dike,1,
Magellan Strait off Cape Pillar.,1,
"Magellan Strait off Wodsworth Bay, Desolation Is.",1,
Magellan Straits off Fresh Water Bay,1,
Magellan Straits Paso Tortuaso (Crooked Reach),1,
"Magellan Straits, Second Narrows.",1,
"Magellan Straits, Whiteside Canal.",1,
Magellan Straits. Useless Bay,2,
magmatic province,68,
Main Inlet Channel,3,
main ridge in short segment N of FAMOUS,1,
mainland coastal plain,1,
Major transpressional fault,6,
Makarov guyot,1,
"Make smt, en echelon volcanic ridge N of Macdonald, on Ngatemato line.",1,
Malta Escap. NE - N transect,1,
Malta Escarp. E #2,2,
Malta Escarp. NE-N Transect.,1,
"Malta, E Escarpment E. transect #1",1,
mantle xenolith,20,
Mar axis.,3,
Mar Axis.,1,
Mar.,2,
Margin,567,
Marginal plateau,112,
Marginal sea,157,
Mariana Back-arc,9,
"Marianas Trench, S. of Guam.",1,
Marine terrace,1,
Marine terrace chronosequence,136,
massif,85,
Mata seamount on the Taukina volcanic line at N edge of Australs egion,1,
McKee quarry,6,
Medina Seamount.,1,
Megamullion,494,
Mendicino Escarpment.,1,
"Menorca Canyon S. of Menorca, W. Mediterranean",1,
"Menorca Canyon, S of Menorca, W Mediterranean",1,
"Menorca Canyon, S of Menorca, W Mediterranean.",1,
"Menorca Canyon, S of Menorca, W. Mediterranean",1,
Merriam Crater,2,
Metamorphic aureole,25,
metamorphic terrane,6,
Metamorphic terrane,17,
Metamorphic Terrane,8,
methane seep,2,
Mid-Atlantic Ridge,28,
Mid-Atlantic Ridge Crest at 25° N.,1,
Mid-ocean canyon,115,
mid-ocean ridge,5648,
mid-ocean Ridge,438,
Mid-ocean ridge,79,
mid-section of N rift valley wall at intersection w/”seamount”,27,
mid-section of N wall of axial deep,18,
mid-section of N wall of axial rift <3900 m,17,
mid-section of N wall of rift valley ,21,
mid-section of S rift valley wall,68,
mid-section of S wall of rift valley,116,
Mid Atlantic Ridge off St. Helena ~2 mi.,1,
Mid. Drake Passage.,1,
middle of cone,1,
Middle part of inner wall of Massau Trench.,1,
Middle Shoreface,3,
MidOceanRidge,666,
midslope,34,
Midslope,16,
Mine,71271,
mineral deposit area,562,
Mineral deposit area,3,
Mineral Prospect (Au),4,
Mining District,15473,
Miogeocline,22,
Mixed oak forest,9,
Mohn's Ridge.,1,
monogenetic cone,9,
monogenetic volcano,9,
moraine,106,
Moraine,7,
Most Flat Top Mountains on Earth,1,
Mound,24,
Mount Hamilton,1,
mountain,791,
Mountain,6837,
mountain [ENVO:00000081]; stream [ENVO:00000023]; watershed [ENVO:00000292],269,
mountain [ENVO:00000081]; surface water [ENVO:00002042]; watershed [ENVO:00000292],66,
mountain [ENVO:00000081]; well [ENVO:00000026]; watershed [ENVO:00000292]; groundwater [ENVO:01001004],286,
mountain pass,16,
mountain range,792,
Mountain range,2082,
Mountain Range,285,
mountain summit,4,
Mountain Summit,27,
Mountainous region,76,
Mountains,20,
Mouth of Beagle Channel.,1,
Mt. Pleasant caldera,2,
Mud mound,1,
Murray Dyke in the peripheral of Murray Dyke Swarm,1,
N edge of axial deep,95,
N end of axial volcanic ridge,34,
N face of large volcano along S wall of axial valley,41,
N flank of axial volcanic ridge,9,
N nose of axial volcanic ridge in center of rift valley,11,
N of Clarion Fracture Zone,1,
N of Nares Abyssal Plain.,1,
"N of Salmon River, ~500m NE of Confluence w/ E. Fork of Salmon",1,
N Pacific Ocean,20,
N part of Clarion Fracture Zone.,1,
N rift valley wall S of midpoint of magmatic center,22,
N side of axial volcanic ridge east of mid-point,18,
N wall of axial deep,199,
N wall of axial valley,3,
N wall of Cayman Trench S side of Misteriosa Bank,3,
N wall of Cayman Trough S of Central Cuba,1,
N wall of Puerto Rico trench S of Navidad shoal,1,
N wall of Puerto Rico trench SE of Navidad shoal,1,
N wall of rift near axial offset,81,
N wall of rift valley,128,
N wall of rift valley ,44,
N wall Puerto Rico Trench SE of Navidad shoal,1,
"N. African Continental Margin off Mazagan, Moracco.",1,
N. African Continental Margin off Moracco.,2,
N. Agulhas Plateau.,1,
N. American Basin.,1,
N. Cocos Is.,1,
N. flank Aleutien Trench-between Komandorski and Attu Is.,1,
N. of Kane Fracture Zone.,1,
"N. of Kaui, Hawaii.",1,
N. of Nares Abyssal Plain.,1,
N. of Puerto Rico trench.,1,
N. of the Nares Abyssal Plain.,7,
N. of the upper portion of Cash Creek.,1,
N. Pacific-Murray Seascarp Region.,1,
N. Pacific - S. of the Aleutians,1,
N. Pacific ~ 300 miles N.E. of Hawaii,1,
N. Pacific Basin.,1,
N. Pacific.,1,
N. side of E. Sheba Ridge.,1,
N. side of Java Trench- S.E. of Sumatra.,1,
N. side of Salmon River along HWY 75 near bridge.,1,
N. wall Cayman Trench,3,
N. wall Caymen Trench,1,
N. wall of Puerto Rico Trench.,1,
N. wall of St. Paul's F.Z.,1,
N. wall of the Vema Fracture Zone.,1,
N. wall Puerto Rico Trench.,1,
N.Central Pacific Ocean,7,
N.E Pacific Basin.,2,
N.E. of Domino Pt. Newfoundland.,1,
N.E. of Sable Is.,1,
N.E. Pacific- S. slope of Explorer Seamount.,1,
N.E. Pacific Basin.,1,
NA,10,
natural spring,48,
Natural spring,18,
NE-SW Canyon in Argentine Basin.,2,
NE base of slope Xauen Bank,1,
NE of Cozumel Is.,1,
NE of shallowest point on axial volcanic ridge,5,
"NE of swan Is., Southern Cayman Trench",1,
NE Pacific Ocean,216,
NE side of hilltop past head of Sparks Canyon,1,
NE slope of saddle in center of rift valley,21,
NE slope of Xauen Bank,1,
Near Bayhorse Lake,1,
"Near Fiji Is., S.E. of Viti Levu.",1,
near head of Sparks Canyon,2,
Near Misteriosa Bank,4,
Near summit,1,
Near Tonga Trench.,1,
Nearshore Bar,3,
Nearshore Trough,3,
"Necker Ridge, Central portion, SE flank.",1,
"Ngaitapana, old seamount 85 km NE of Macdonald.",1,
NNE draw off upper Sheep Canyon,1,
Non-ridgetop,21,
north edge of Xauen Bank,1,
North Pass Caldera,6,
north slope near rim edge Xauen Bank,1,
north slope of fault scarp,1,
north slope of Xauen Bank,2,
North wall of Puerto Rico trench South East of Navidad shoal,1,
North West Pacific Basin-25° E. of Tokyo,1,
North Weymouth Shaft,1,
North Weymouth Shaft ,1,
northern Dome Rock Mtns.,2,
Northern most nose of axial rift segment going over a local volcanic high,7,
Northern of Liuguyan Gulf Submarine canyon.,1,
northern Santa Rita Mtns.,2,
November 2010 cinder/spatter cone,52,
nunatak,210,
NW coastal area of the Nicoya Gulf,1,
"NW dipping ductile shear zone on the northern side of the Badwater turtleback, surface forms a doubly-plunging anticline",22,
NW face of volcanic ridge,12,
NW flank,1,
NW flank of cleft volcanic ridge,27,
NW flank of small volcano,22,
NW interior of Nicoya Peninsula,2,
NW Pacific Ocean,4,
NW rim of Xauen Bank,1,
NW slope of axial volcanic ridge,17,
NW wall near N end of axial deep,22,
oblong ridge along S wall of axial valley,66,
Ocean,25132,
ocean basin,13,
ocean island,78,
ocean island volcano,166,
Ocean Ridge,3,
ocean trench,285,
Oceanic Core Complex,80,
oceanic crust,66,
oceanic island volcano,42,
oceanic plateau,59,
Oceanic plateau,53,
Oceanic Plateau,10,
oceanic spreading center,18,
Off the Is. of Surtsey.,1,
Oil or Gas Field,17132,
oil seep,1,
Okinawa Trough.,2,
"Okupou, a small seamount 35 km NE of Macdonald",1,
Old mine site (Au),6,
Old Shepody Rd,6,
Old volcanic caldera,5,
On-Ridge Tozzet N-Flank,1,
On Rio Grande Ridge.,1,
ophiolite,541,
Ophiolite,145,
ophiolite massif,15,
"Opu seamount, on the Taukina volcanic line at N edge of Australs region.",1,
outcrop,2804,
Outcrop,447,
"Outcrop, base of cliff",4,
"outcrop, reef",39,
Outcrop; Barberton greenstone belt,37,
Outer continental shelf,19,
Outer Edge of Argentine Shelf.,1,
Outer Flank of Mid-Atlantic Ridge S.E.,1,
Outwash,9,
overwash onto Eemian Ironshore ,1,
Overwash onto Eemian Ironshore formation,7,
Owen Fracture zone.,1,
Owen Fracture Zone.,2,
Pacific Ocean,70,
Pacific Ocean N. of Mendicino.,1,
paddy,12,
paleo-shoreline,19,
paleo-subduction zone,9,
paleochannel,14,
paleoestuary,3,
paleolake,102,
Paleolake,64,
Panamint Range/Death Valley,2,
Parece Uela Rift.,1,
Parece Vela Basin.,1,
Paris Ag prospect,2,
Parker Seamount.,1,
Passive Margin,83,
Patterson Hills Road-cut,4,
Patton Seamount Group,1,
Peak Ring,119,
peatland,125,
pegmatite,1,
pelagic clay,187,
Peninsula,752,
Peninsula; Volcano,35,
peninsular coast,1,
Philippine Basin.,1,
Philippine Sea.,1,
physiographic feature,1,
Pine Forest,8,
Pit,24,
plain,69,
Plain,2,
plateau,10,
Plateau,201,
Plateau N. of Scotia Arc.,1,
playa,111,
pluton,7,
Pluton,57,
pluton stock,1,
Plutonic Basement,5,
Pod of spinel peridotite and eclogite,4,
pond,16,
Pond,119,
POND,1,
pore water (proglacial),42,
Porphyry,1,
Porphyry stock,4,
potholed bedrock flood terrace,1,
Prairie,1477,
Primary physiographic feature,1,
Pristine prairie,73,
Proglacial river,26,
Proximal Overwash,3,
Pumice Deposits,97,
pumice tuff between Weiser basaltic andesite flows,1,
quarry,9,
Quarry,15,
Quetico subprovince,1,
Quiddy River,6,
Rampart,9,
Range,6,
Rare-metal granite,17,
Ratcliffe Brook,6,
Rear arc volcano,74,
reef,453,
Reef,747,
reef flat,25,
reef; outcrop,13,
reservoir,57,
Reservoir,20,
Resurgent dome,2971,
Reykjanes Rigde.,1,
Rhyolite Flow,1,
rhyolite flow on top of CRBG basalt flows,1,
ridge,1244,
Ridge,1989,
ridge-transform,42,
Ridge axis Gulf of Aden.,1,
ridge crest,72,
Ridge crest,83,
ridge flank,29,
Ridge flank,363,
"Ridge N. of Daugherty Gulch, S. of Ski Lift",1,
Ridge NE. of Clayton,1,
ridge seamount,38,
ridge/cliff face,33,
RidgeSegment,1119,
ridgetop,91,
Ridgetop,927,
rift,67,
Rift,133,
rift between two lineaments,60,
Rift margin,98,
Rift valley in N.W. Australian Basin.,1,
Rift Valley.,2,
rift zone,56,
Rift Zone,330,
rift zone; volcano;,107,
rift zone; volcano; ,3,
rift zone; volcano; crater,8,
rift zone; volcano; lava field,4,
Ring mountain,4,
Rio Grande Rise,1,
Rio Grande Rise.,4,
riparian zone,16,
Rise of Argentine Shelf.,3,
"rise or ridge, aseismic ocean",242,
"rise, west of Australia",1,
riser W side of flood channel,2,
river,668,
River,1716,
River bank,31,
River catchment,1208,
River outcrop,12,
River silt,12,
River systems,2,
river terrace,259,
